,EMOJI_ALIAS_UNICODE,emoji,VEC_TO_CAT,seq_clean_text
1836,:person_shrugging_medium_skin_tone:,🤷🏽,person,"['person', 'shrugging']"
1837,:person_surfing:,🏄,person,"['person', 'surfing']"
1838,:person_surfing_dark_skin_tone:,🏄🏿,person,"['person', 'surfing']"
1839,:person_surfing_light_skin_tone:,🏄🏻,person,"['person', 'surfing']"
1840,:person_surfing_medium-dark_skin_tone:,🏄🏾,person,"['person', 'surfing']"
1841,:person_surfing_medium-light_skin_tone:,🏄🏼,person,"['person', 'surfing']"
1842,:person_surfing_medium_skin_tone:,🏄🏽,person,"['person', 'surfing']"
1843,:person_swimming:,🏊,person,"['person', 'swimming']"
1844,:person_swimming_dark_skin_tone:,🏊🏿,person,"['person', 'swimming']"
1845,:person_swimming_light_skin_tone:,🏊🏻,person,"['person', 'swimming']"
1846,:person_swimming_medium-dark_skin_tone:,🏊🏾,person,"['person', 'swimming']"
1847,:person_swimming_medium-light_skin_tone:,🏊🏼,person,"['person', 'swimming']"
1848,:person_swimming_medium_skin_tone:,🏊🏽,person,"['person', 'swimming']"
1849,:person_taking_bath:,🛀,person,"['person', 'taking', 'bath']"
1850,:person_taking_bath_dark_skin_tone:,🛀🏿,person,"['person', 'taking', 'bath']"
1851,:person_taking_bath_light_skin_tone:,🛀🏻,person,"['person', 'taking', 'bath']"
1852,:person_taking_bath_medium-dark_skin_tone:,🛀🏾,person,"['person', 'taking', 'bath']"
1853,:person_taking_bath_medium-light_skin_tone:,🛀🏼,person,"['person', 'taking', 'bath']"
1854,:person_taking_bath_medium_skin_tone:,🛀🏽,person,"['person', 'taking', 'bath']"
1855,:person_tipping_hand:,💁,person,"['person', 'tipping', 'hand']"
1856,:person_tipping_hand_dark_skin_tone:,💁🏿,person,"['person', 'tipping', 'hand']"
1857,:person_tipping_hand_light_skin_tone:,💁🏻,person,"['person', 'tipping', 'hand']"
1858,:person_tipping_hand_medium-dark_skin_tone:,💁🏾,person,"['person', 'tipping', 'hand']"
1859,:person_tipping_hand_medium-light_skin_tone:,💁🏼,person,"['person', 'tipping', 'hand']"
1860,:person_tipping_hand_medium_skin_tone:,💁🏽,person,"['person', 'tipping', 'hand']"
1861,:person_walking:,🚶,person,"['person', 'walking']"
1862,:person_walking_dark_skin_tone:,🚶🏿,person,"['person', 'walking']"
1863,:person_walking_light_skin_tone:,🚶🏻,person,"['person', 'walking']"
1864,:person_walking_medium-dark_skin_tone:,🚶🏾,person,"['person', 'walking']"
1865,:person_walking_medium-light_skin_tone:,🚶🏼,person,"['person', 'walking']"
1866,:person_walking_medium_skin_tone:,🚶🏽,person,"['person', 'walking']"
1867,:person_wearing_turban:,👳,person,"['person', 'wearing', 'turban']"
1868,:person_wearing_turban_dark_skin_tone:,👳🏿,person,"['person', 'wearing', 'turban']"
1869,:person_wearing_turban_light_skin_tone:,👳🏻,person,"['person', 'wearing', 'turban']"
1870,:person_wearing_turban_medium-dark_skin_tone:,👳🏾,person,"['person', 'wearing', 'turban']"
1871,:person_wearing_turban_medium-light_skin_tone:,👳🏼,person,"['person', 'wearing', 'turban']"
1872,:person_wearing_turban_medium_skin_tone:,👳🏽,person,"['person', 'wearing', 'turban']"
1873,:petri_dish:,🧫,thing,"['petri', 'dish']"
1874,:pick:,⛏,place,['pick']
1875,:pie:,🥧,place,['pie']
1876,:pig:,🐷,person,['pig']
1877,:pig_face:,🐷,person,"['pig', 'face']"
1878,:pig_nose:,🐽,person,"['pig', 'nose']"
1879,:pile_of_poo:,💩,thing,"['pile', 'of', 'poo']"
1880,:pill:,💊,person,['pill']
1881,:pine_decoration:,🎍,mood,"['pine', 'decoration']"
1882,:pineapple:,🍍,activity,['pineapple']
1883,:ping_pong:,🏓,thing,"['ping', 'pong']"
1884,:pirate_flag:,🏴‍☠️,place,"['pirate', 'flag']"
1885,:pistol:,🔫,person,['pistol']
1886,:pizza:,🍕,person,['pizza']
1887,:place_of_worship:,🛐,place,"['place', 'of', 'worship']"
1888,:play_button:,▶,thing,"['play', 'button']"
1889,:play_or_pause_button:,⏯,time,"['play', 'or', 'pause', 'button']"
1890,:pleading_face:,🥺,mood,"['pleading', 'face']"
1891,:police_car:,🚓,person,"['police', 'car']"
1892,:police_car_light:,🚨,person,"['police', 'car', 'light']"
1893,:police_officer:,👮,person,"['police', 'officer']"
1894,:police_officer_dark_skin_tone:,👮🏿,person,"['police', 'officer']"
1895,:police_officer_light_skin_tone:,👮🏻,person,"['police', 'officer']"
1896,:police_officer_medium-dark_skin_tone:,👮🏾,person,"['police', 'officer']"
1897,:police_officer_medium-light_skin_tone:,👮🏼,person,"['police', 'officer']"
1898,:police_officer_medium_skin_tone:,👮🏽,person,"['police', 'officer']"
1899,:poodle:,🐩,person,['poodle']
1900,:pool_8_ball:,🎱,time,"['pool', '8', 'ball']"
1901,:popcorn:,🍿,thing,['popcorn']
1902,:post_office:,🏣,place,"['post', 'office']"
1903,:postal_horn:,📯,mood,"['postal', 'horn']"
1904,:postbox:,📮,person,['postbox']
1905,:pot_of_food:,🍲,place,"['pot', 'of', 'food']"
1906,:potable_water:,🚰,place,"['potable', 'water']"
1907,:potato:,🥔,mood,['potato']
1908,:poultry_leg:,🍗,place,"['poultry', 'leg']"
1909,:pound_banknote:,💷,person,"['pound', 'banknote']"
1910,:pouting_cat_face:,😾,thing,"['pouting', 'cat', 'face']"
1911,:pouting_face:,😡,mood,"['pouting', 'face']"
1912,:prayer_beads:,📿,person,"['prayer', 'beads']"
1913,:pregnant_woman:,🤰,person,"['pregnant', 'woman']"
1914,:pregnant_woman_dark_skin_tone:,🤰🏿,person,"['pregnant', 'woman']"
1915,:pregnant_woman_light_skin_tone:,🤰🏻,person,"['pregnant', 'woman']"
1916,:pregnant_woman_medium-dark_skin_tone:,🤰🏾,person,"['pregnant', 'woman']"
1917,:pregnant_woman_medium-light_skin_tone:,🤰🏼,person,"['pregnant', 'woman']"
1918,:pregnant_woman_medium_skin_tone:,🤰🏽,person,"['pregnant', 'woman']"
1919,:pretzel:,🥨,thing,['pretzel']
1920,:prince:,🤴,person,['prince']
1921,:prince_dark_skin_tone:,🤴🏿,person,['prince']
1922,:prince_light_skin_tone:,🤴🏻,person,['prince']
1923,:prince_medium-dark_skin_tone:,🤴🏾,person,['prince']
1924,:prince_medium-light_skin_tone:,🤴🏼,person,['prince']
1925,:prince_medium_skin_tone:,🤴🏽,person,['prince']
1926,:princess:,👸,person,['princess']
1927,:princess_dark_skin_tone:,👸🏿,person,['princess']
1928,:princess_light_skin_tone:,👸🏻,person,['princess']
1929,:princess_medium-dark_skin_tone:,👸🏾,person,['princess']
1930,:princess_medium-light_skin_tone:,👸🏼,person,['princess']
1931,:princess_medium_skin_tone:,👸🏽,person,['princess']
1932,:printer:,🖨,person,['printer']
1933,:prohibited:,🚫,activity,['prohibited']
1934,:purple_heart:,💜,mood,"['purple', 'heart']"
1935,:purse:,👛,person,['purse']
1936,:pushpin:,📌,person,['pushpin']
1937,:question_mark:,❓,time,"['question', 'mark']"
1938,:rabbit:,🐰,person,['rabbit']
1939,:rabbit_face:,🐰,person,"['rabbit', 'face']"
1940,:raccoon:,🦝,person,['raccoon']
1941,:racing_car:,🏎,person,"['racing', 'car']"
1942,:radio:,📻,time,['radio']
1943,:radio_button:,🔘,thing,"['radio', 'button']"
1944,:radioactive:,☢,time,['radioactive']
1945,:railway_car:,🚃,person,"['railway', 'car']"
1946,:railway_track:,🛤,time,"['railway', 'track']"
1947,:rainbow:,🌈,mood,['rainbow']
1948,:rainbow_flag:,🏳️‍🌈,place,"['rainbow', 'flag']"
1949,:raised_back_of_hand:,🤚,time,"['raised', 'back', 'of', 'hand']"
1950,:raised_back_of_hand_dark_skin_tone:,🤚🏿,time,"['raised', 'back', 'of', 'hand']"
1951,:raised_back_of_hand_light_skin_tone:,🤚🏻,time,"['raised', 'back', 'of', 'hand']"
1952,:raised_back_of_hand_medium-dark_skin_tone:,🤚🏾,time,"['raised', 'back', 'of', 'hand']"
1953,:raised_back_of_hand_medium-light_skin_tone:,🤚🏼,time,"['raised', 'back', 'of', 'hand']"
1954,:raised_back_of_hand_medium_skin_tone:,🤚🏽,time,"['raised', 'back', 'of', 'hand']"
1955,:raised_fist:,✊,mood,"['raised', 'fist']"
1956,:raised_fist_dark_skin_tone:,✊🏿,mood,"['raised', 'fist']"
1957,:raised_fist_light_skin_tone:,✊🏻,mood,"['raised', 'fist']"
1958,:raised_fist_medium-dark_skin_tone:,✊🏾,mood,"['raised', 'fist']"
1959,:raised_fist_medium-light_skin_tone:,✊🏼,mood,"['raised', 'fist']"
1960,:raised_fist_medium_skin_tone:,✊🏽,mood,"['raised', 'fist']"
1961,:raised_hand:,✋,thing,"['raised', 'hand']"
1962,:raised_hand_dark_skin_tone:,✋🏿,thing,"['raised', 'hand']"
1963,:raised_hand_light_skin_tone:,✋🏻,thing,"['raised', 'hand']"
1964,:raised_hand_medium-dark_skin_tone:,✋🏾,thing,"['raised', 'hand']"
1965,:raised_hand_medium-light_skin_tone:,✋🏼,thing,"['raised', 'hand']"
1966,:raised_hand_medium_skin_tone:,✋🏽,thing,"['raised', 'hand']"
1967,:raising_hands:,🙌,mood,"['raising', 'hands']"
1968,:raising_hands_dark_skin_tone:,🙌🏿,mood,"['raising', 'hands']"
1969,:raising_hands_light_skin_tone:,🙌🏻,mood,"['raising', 'hands']"
1970,:raising_hands_medium-dark_skin_tone:,🙌🏾,mood,"['raising', 'hands']"
1971,:raising_hands_medium-light_skin_tone:,🙌🏼,mood,"['raising', 'hands']"
1972,:raising_hands_medium_skin_tone:,🙌🏽,mood,"['raising', 'hands']"
1973,:ram:,🐏,thing,['ram']
1974,:rat:,🐀,person,['rat']
1975,:receipt:,🧾,person,['receipt']
1976,:record_button:,⏺,person,"['record', 'button']"
1977,:recycling_symbol:,♻,thing,"['recycling', 'symbol']"
1978,:red_apple:,🍎,thing,"['red', 'apple']"
1979,:red_circle:,🔴,time,"['red', 'circle']"
1980,:red_envelope:,🧧,person,"['red', 'envelope']"
1981,:red_hair:,🦰,mood,"['red', 'hair']"
1982,:red-haired_man:,👨‍🦰,person,"['red', 'haired', 'man']"
1983,:red-haired_woman:,👩‍🦰,person,"['red', 'haired', 'woman']"
1984,:red_heart:,❤,mood,"['red', 'heart']"
1985,:red_paper_lantern:,🏮,person,"['red', 'paper', 'lantern']"
1986,:red_triangle_pointed_down:,🔻,thing,"['red', 'triangle', 'pointed', 'down']"
1987,:red_triangle_pointed_up:,🔺,thing,"['red', 'triangle', 'pointed', 'up']"
1988,:registered:,®,person,['registered']
1989,:relieved_face:,😌,mood,"['relieved', 'face']"
1990,:reminder_ribbon:,🎗,thing,"['reminder', 'ribbon']"
1991,:repeat_button:,🔁,thing,"['repeat', 'button']"
1992,:repeat_single_button:,🔂,thing,"['repeat', 'single', 'button']"
1993,:rescue_worker’s_helmet:,⛑,person,"['rescue', 'worker’s', 'helmet']"
1994,:restroom:,🚻,person,['restroom']
1995,:reverse_button:,◀,thing,"['reverse', 'button']"
1996,:revolving_hearts:,💞,mood,"['revolving', 'hearts']"
1997,:rhinoceros:,🦏,person,['rhinoceros']
1998,:ribbon:,🎀,place,['ribbon']
1999,:rice_ball:,🍙,thing,"['rice', 'ball']"
2000,:rice_cracker:,🍘,mood,"['rice', 'cracker']"
2001,:right-facing_fist:,🤜,thing,"['right', 'facing', 'fist']"
2002,:right-facing_fist_dark_skin_tone:,🤜🏿,thing,"['right', 'facing', 'fist']"
2003,:right-facing_fist_light_skin_tone:,🤜🏻,thing,"['right', 'facing', 'fist']"
2004,:right-facing_fist_medium-dark_skin_tone:,🤜🏾,thing,"['right', 'facing', 'fist']"
2005,:right-facing_fist_medium-light_skin_tone:,🤜🏼,thing,"['right', 'facing', 'fist']"
2006,:right-facing_fist_medium_skin_tone:,🤜🏽,thing,"['right', 'facing', 'fist']"
2007,:right_anger_bubble:,🗯,mood,"['right', 'anger', 'bubble']"
2008,:right_arrow:,➡,thing,"['right', 'arrow']"
2009,:right_arrow_curving_down:,⤵,thing,"['right', 'arrow', 'curving', 'down']"
2010,:right_arrow_curving_left:,↩,thing,"['right', 'arrow', 'curving', 'left']"
2011,:right_arrow_curving_up:,⤴,thing,"['right', 'arrow', 'curving', 'up']"
2012,:ring:,💍,place,['ring']
2013,:roasted_sweet_potato:,🍠,thing,"['roasted', 'sweet', 'potato']"
2014,:robot_face:,🤖,person,"['robot', 'face']"
2015,:rocket:,🚀,activity,['rocket']
2016,:roll_of_paper:,🧻,time,"['roll', 'of', 'paper']"
2017,:rolled-up_newspaper:,🗞,time,"['rolled', 'up', 'newspaper']"
2018,:roller_coaster:,🎢,thing,"['roller', 'coaster']"
2019,:rolling_on_the_floor_laughing:,🤣,time,"['rolling', 'on', 'the', 'floor', 'laughing']"
2020,:rooster:,🐓,person,['rooster']
2021,:rose:,🌹,activity,['rose']
2022,:rosette:,🏵,place,['rosette']
2023,:round_pushpin:,📍,place,"['round', 'pushpin']"
2024,:rugby_football:,🏉,thing,"['rugby', 'football']"
2025,:running_shirt:,🎽,thing,"['running', 'shirt']"
2026,:running_shoe:,👟,thing,"['running', 'shoe']"
2027,:sad_but_relieved_face:,😥,thing,"['sad', 'but', 'relieved', 'face']"
2028,:safety_pin:,🧷,place,"['safety', 'pin']"
2029,:salt:,🧂,place,['salt']
2030,:sailboat:,⛵,person,['sailboat']
2031,:sake:,🍶,thing,['sake']
2032,:sandwich:,🥪,person,['sandwich']
2033,:satellite:,📡,place,['satellite']
2034,:satellite_antenna:,📡,place,"['satellite', 'antenna']"
2035,:sauropod:,🦕,person,['sauropod']
2036,:saxophone:,🎷,mood,['saxophone']
2037,:scarf:,🧣,person,['scarf']
2038,:school:,🏫,time,['school']
2039,:school_backpack:,🎒,person,"['school', 'backpack']"
2040,:scissors:,✂,thing,['scissors']
2041,:scorpion:,🦂,person,['scorpion']
2042,:scroll:,📜,thing,['scroll']
2043,:seat:,💺,place,['seat']
2044,:see-no-evil_monkey:,🙈,thing,"['see', 'no', 'evil', 'monkey']"
2045,:seedling:,🌱,activity,['seedling']
2046,:selfie:,🤳,person,['selfie']
2047,:selfie_dark_skin_tone:,🤳🏿,person,['selfie']
2048,:selfie_light_skin_tone:,🤳🏻,person,['selfie']
2049,:selfie_medium-dark_skin_tone:,🤳🏾,person,['selfie']
2050,:selfie_medium-light_skin_tone:,🤳🏼,person,['selfie']
2051,:selfie_medium_skin_tone:,🤳🏽,person,['selfie']
2052,:seven-thirty:,🕢,time,"['seven', 'thirty']"
2053,:seven_o’clock:,🕖,time,"['seven', 'o’clock']"
2054,:shallow_pan_of_food:,🥘,thing,"['shallow', 'pan', 'of', 'food']"
2055,:shamrock:,☘,thing,['shamrock']
2056,:shark:,🦈,person,['shark']
2057,:shaved_ice:,🍧,time,"['shaved', 'ice']"
2058,:sheaf_of_rice:,🌾,person,"['sheaf', 'of', 'rice']"
2059,:shield:,🛡,thing,['shield']
2060,:shinto_shrine:,⛩,place,"['shinto', 'shrine']"
2061,:ship:,🚢,thing,['ship']
2062,:shooting_star:,🌠,person,"['shooting', 'star']"
2063,:shopping_bags:,🛍,activity,"['shopping', 'bags']"
2064,:shopping_cart:,🛒,activity,"['shopping', 'cart']"
2065,:shortcake:,🍰,person,['shortcake']
2066,:shower:,🚿,thing,['shower']
2067,:shrimp:,🦐,place,['shrimp']
2068,:shuffle_tracks_button:,🔀,thing,"['shuffle', 'tracks', 'button']"
2069,:shushing_face:,🤫,thing,"['shushing', 'face']"
2070,:sign_of_the_horns:,🤘,place,"['sign', 'of', 'the', 'horns']"
2071,:sign_of_the_horns_dark_skin_tone:,🤘🏿,place,"['sign', 'of', 'the', 'horns']"
2072,:sign_of_the_horns_light_skin_tone:,🤘🏻,place,"['sign', 'of', 'the', 'horns']"
2073,:sign_of_the_horns_medium-dark_skin_tone:,🤘🏾,place,"['sign', 'of', 'the', 'horns']"
2074,:sign_of_the_horns_medium-light_skin_tone:,🤘🏼,place,"['sign', 'of', 'the', 'horns']"
2075,:sign_of_the_horns_medium_skin_tone:,🤘🏽,place,"['sign', 'of', 'the', 'horns']"
2076,:six-thirty:,🕡,time,"['six', 'thirty']"
2077,:six_o’clock:,🕕,time,"['six', 'o’clock']"
2078,:skateboard:,🛹,thing,['skateboard']
2079,:skier:,⛷,person,['skier']
2080,:skis:,🎿,time,['skis']
2081,:skull:,💀,person,['skull']
2082,:skull_and_crossbones:,☠,person,"['skull', 'and', 'crossbones']"
2083,:sled:,🛷,thing,['sled']
2084,:sleeping_face:,😴,mood,"['sleeping', 'face']"
2085,:sleepy_face:,😪,mood,"['sleepy', 'face']"
2086,:slightly_frowning_face:,🙁,mood,"['slightly', 'frowning', 'face']"
2087,:slightly_smiling_face:,🙂,mood,"['slightly', 'smiling', 'face']"
2088,:slot_machine:,🎰,time,"['slot', 'machine']"
2089,:small_airplane:,🛩,person,"['small', 'airplane']"
2090,:small_blue_diamond:,🔹,mood,"['small', 'blue', 'diamond']"
2091,:small_orange_diamond:,🔸,mood,"['small', 'orange', 'diamond']"
2092,:smiling_cat_face_with_heart-eyes:,😻,mood,"['smiling', 'cat', 'face', 'with', 'heart', 'eyes']"
2093,:smiling_face:,☺,mood,"['smiling', 'face']"
2094,:smiling_face_with_halo:,😇,mood,"['smiling', 'face', 'with', 'halo']"
2095,:smiling_face_with_3_hearts:,🥰,mood,"['smiling', 'face', 'with', '3', 'hearts']"
2096,:smiling_face_with_heart-eyes:,😍,mood,"['smiling', 'face', 'with', 'heart', 'eyes']"
2097,:smiling_face_with_horns:,😈,mood,"['smiling', 'face', 'with', 'horns']"
2098,:smiling_face_with_smiling_eyes:,😊,mood,"['smiling', 'face', 'with', 'smiling', 'eyes']"
2099,:smiling_face_with_sunglasses:,😎,mood,"['smiling', 'face', 'with', 'sunglasses']"
2100,:smirking_face:,😏,mood,"['smirking', 'face']"
2101,:snail:,🐌,person,['snail']
2102,:snake:,🐍,thing,['snake']
2103,:sneezing_face:,🤧,mood,"['sneezing', 'face']"
2104,:snow-capped_mountain:,🏔,time,"['snow', 'capped', 'mountain']"
2105,:snowboarder:,🏂,person,['snowboarder']
2106,:snowboarder_dark_skin_tone:,🏂🏿,person,['snowboarder']
2107,:snowboarder_light_skin_tone:,🏂🏻,person,['snowboarder']
2108,:snowboarder_medium-dark_skin_tone:,🏂🏾,person,['snowboarder']
2109,:snowboarder_medium-light_skin_tone:,🏂🏼,person,['snowboarder']
2110,:snowboarder_medium_skin_tone:,🏂🏽,person,['snowboarder']
2111,:snowflake:,❄,thing,['snowflake']
2112,:snowman:,☃,activity,['snowman']
2113,:snowman_without_snow:,⛄,activity,"['snowman', 'without', 'snow']"
2114,:soap:,🧼,thing,['soap']
2115,:soccer_ball:,⚽,thing,"['soccer', 'ball']"
2116,:socks:,🧦,thing,['socks']
2117,:softball:,🥎,activity,['softball']
2118,:soft_ice_cream:,🍦,mood,"['soft', 'ice', 'cream']"
2119,:spade_suit:,♠,time,"['spade', 'suit']"
2120,:spaghetti:,🍝,person,['spaghetti']
2121,:sparkle:,❇,mood,['sparkle']
2122,:sparkler:,🎇,thing,['sparkler']
2123,:sparkles:,✨,mood,['sparkles']
2124,:sparkling_heart:,💖,mood,"['sparkling', 'heart']"
2125,:speak-no-evil_monkey:,🙊,thing,"['speak', 'no', 'evil', 'monkey']"
2126,:speaker_high_volume:,🔊,activity,"['speaker', 'high', 'volume']"
2127,:speaker_low_volume:,🔈,person,"['speaker', 'low', 'volume']"
2128,:speaker_medium_volume:,🔉,person,"['speaker', 'medium', 'volume']"
2129,:speaking_head:,🗣,person,"['speaking', 'head']"
2130,:speech_balloon:,💬,person,"['speech', 'balloon']"
2131,:speedboat:,🚤,person,['speedboat']
2132,:spider:,🕷,person,['spider']
2133,:spider_web:,🕸,person,"['spider', 'web']"
2134,:spiral_calendar:,🗓,activity,"['spiral', 'calendar']"
2135,:spiral_notepad:,🗒,person,"['spiral', 'notepad']"
2136,:spiral_shell:,🐚,activity,"['spiral', 'shell']"
2137,:spoon:,🥄,person,['spoon']
2138,:sponge:,🧽,person,['sponge']
2139,:sport_utility_vehicle:,🚙,person,"['sport', 'utility', 'vehicle']"
2140,:sports_medal:,🏅,place,"['sports', 'medal']"
2141,:spouting_whale:,🐳,thing,"['spouting', 'whale']"
2142,:squid:,🦑,person,['squid']
2143,:squinting_face_with_tongue:,😝,mood,"['squinting', 'face', 'with', 'tongue']"
2144,:stadium:,🏟,place,['stadium']
2145,:star-struck:,🤩,time,"['star', 'struck']"
2146,:star_and_crescent:,☪,thing,"['star', 'and', 'crescent']"
2147,:star_of_David:,✡,thing,"['star', 'of', 'David']"
2148,:station:,🚉,time,['station']
2149,:steaming_bowl:,🍜,time,"['steaming', 'bowl']"
2150,:stop_button:,⏹,thing,"['stop', 'button']"
2151,:stop_sign:,🛑,thing,"['stop', 'sign']"
2152,:stopwatch:,⏱,time,['stopwatch']
2153,:straight_ruler:,📏,time,"['straight', 'ruler']"
2154,:strawberry:,🍓,activity,['strawberry']
2155,:studio_microphone:,🎙,place,"['studio', 'microphone']"
2156,:stuffed_flatbread:,🥙,thing,"['stuffed', 'flatbread']"
2157,:sun:,☀,mood,['sun']
2158,:sun_behind_cloud:,⛅,place,"['sun', 'behind', 'cloud']"
2159,:sun_behind_large_cloud:,🌥,place,"['sun', 'behind', 'large', 'cloud']"
2160,:sun_behind_rain_cloud:,🌦,place,"['sun', 'behind', 'rain', 'cloud']"
2161,:sun_behind_small_cloud:,🌤,place,"['sun', 'behind', 'small', 'cloud']"
2162,:sun_with_face:,🌞,mood,"['sun', 'with', 'face']"
2163,:sunflower:,🌻,activity,['sunflower']
2164,:sunglasses:,😎,mood,['sunglasses']
2165,:sunrise:,🌅,time,['sunrise']
2166,:sunrise_over_mountains:,🌄,time,"['sunrise', 'over', 'mountains']"
2167,:sunset:,🌇,time,['sunset']
2168,:superhero:,🦸,person,['superhero']
2169,:supervillain:,🦹,person,['supervillain']
2170,:sushi:,🍣,place,['sushi']
2171,:suspension_railway:,🚟,mood,"['suspension', 'railway']"
2172,:swan:,🦢,person,['swan']
2173,:sweat_droplets:,💦,person,"['sweat', 'droplets']"
2174,:synagogue:,🕍,place,['synagogue']
2175,:syringe:,💉,person,['syringe']
2176,:t-shirt:,👕,person,"['t', 'shirt']"
2177,:taco:,🌮,person,['taco']
2178,:takeout_box:,🥡,place,"['takeout', 'box']"
2179,:tanabata_tree:,🎋,person,"['tanabata', 'tree']"
2180,:tangerine:,🍊,mood,['tangerine']
2181,:taxi:,🚕,person,['taxi']
2182,:teacup_without_handle:,🍵,thing,"['teacup', 'without', 'handle']"
2183,:tear-off_calendar:,📆,time,"['tear', 'off', 'calendar']"
2184,:teddy_bear:,🧸,person,"['teddy', 'bear']"
2185,:telephone:,☎,person,['telephone']
2186,:telephone_receiver:,📞,person,"['telephone', 'receiver']"
2187,:telescope:,🔭,time,['telescope']
2188,:television:,📺,time,['television']
2189,:ten-thirty:,🕥,time,"['ten', 'thirty']"
2190,:ten_o’clock:,🕙,time,"['ten', 'o’clock']"
2191,:tennis:,🎾,thing,['tennis']
2192,:tent:,⛺,place,['tent']
2193,:test_tube:,🧪,thing,"['test', 'tube']"
2194,:thermometer:,🌡,activity,['thermometer']
2195,:thinking_face:,🤔,thing,"['thinking', 'face']"
2196,:thought_balloon:,💭,thing,"['thought', 'balloon']"
2197,:thread:,🧵,thing,['thread']
2198,:three-thirty:,🕞,time,"['three', 'thirty']"
2199,:three_o’clock:,🕒,time,"['three', 'o’clock']"
2200,:thumbs_down:,👎,person,"['thumbs', 'down']"
2201,:thumbs_down_dark_skin_tone:,👎🏿,person,"['thumbs', 'down']"
2202,:thumbs_down_light_skin_tone:,👎🏻,person,"['thumbs', 'down']"
2203,:thumbs_down_medium-dark_skin_tone:,👎🏾,person,"['thumbs', 'down']"
2204,:thumbs_down_medium-light_skin_tone:,👎🏼,person,"['thumbs', 'down']"
2205,:thumbs_down_medium_skin_tone:,👎🏽,person,"['thumbs', 'down']"
2206,:thumbs_up:,👍,person,"['thumbs', 'up']"
2207,:thumbs_up_dark_skin_tone:,👍🏿,person,"['thumbs', 'up']"
2208,:thumbs_up_light_skin_tone:,👍🏻,person,"['thumbs', 'up']"
2209,:thumbs_up_medium-dark_skin_tone:,👍🏾,person,"['thumbs', 'up']"
2210,:thumbs_up_medium-light_skin_tone:,👍🏼,person,"['thumbs', 'up']"
2211,:thumbs_up_medium_skin_tone:,👍🏽,person,"['thumbs', 'up']"
2212,:ticket:,🎫,person,['ticket']
2213,:tiger:,🐯,person,['tiger']
2214,:tiger_face:,🐯,person,"['tiger', 'face']"
2215,:timer_clock:,⏲,time,"['timer', 'clock']"
2216,:tired_face:,😫,time,"['tired', 'face']"
2217,:toolbox:,🧰,thing,['toolbox']
2218,:toilet:,🚽,person,['toilet']
2219,:tomato:,🍅,person,['tomato']
2220,:tongue:,👅,mood,['tongue']
2221,:tooth:,🦷,thing,['tooth']
2222,:top_hat:,🎩,place,"['top', 'hat']"
2223,:tornado:,🌪,person,['tornado']
2224,:trackball:,🖲,thing,['trackball']
2225,:tractor:,🚜,person,['tractor']
2226,:trade_mark:,™,time,"['trade', 'mark']"
2227,:train:,🚋,time,['train']
2228,:tram:,🚊,place,['tram']
2229,:tram_car:,🚋,person,"['tram', 'car']"
2230,:triangular_flag:,🚩,place,"['triangular', 'flag']"
2231,:triangular_ruler:,📐,person,"['triangular', 'ruler']"
2232,:trident_emblem:,🔱,thing,"['trident', 'emblem']"
2233,:trolleybus:,🚎,time,['trolleybus']
2234,:trophy:,🏆,place,['trophy']
2235,:tropical_drink:,🍹,mood,"['tropical', 'drink']"
2236,:tropical_fish:,🐠,person,"['tropical', 'fish']"
2237,:trumpet:,🎺,mood,['trumpet']
2238,:tulip:,🌷,person,['tulip']
2239,:tumbler_glass:,🥃,person,"['tumbler', 'glass']"
2240,:turkey:,🦃,person,['turkey']
2241,:turtle:,🐢,person,['turtle']
2242,:twelve-thirty:,🕧,time,"['twelve', 'thirty']"
2243,:twelve_o’clock:,🕛,time,"['twelve', 'o’clock']"
2244,:two-hump_camel:,🐫,thing,"['two', 'hump', 'camel']"
2245,:two-thirty:,🕝,time,"['two', 'thirty']"
2246,:two_hearts:,💕,mood,"['two', 'hearts']"
2247,:two_men_holding_hands:,👬,time,"['two', 'men', 'holding', 'hands']"
2248,:two_o’clock:,🕑,time,"['two', 'o’clock']"
2249,:two_women_holding_hands:,👭,time,"['two', 'women', 'holding', 'hands']"
2250,:umbrella:,☂,place,['umbrella']
2251,:umbrella_on_ground:,⛱,place,"['umbrella', 'on', 'ground']"
2252,:umbrella_with_rain_drops:,☔,place,"['umbrella', 'with', 'rain', 'drops']"
2253,:unamused_face:,😒,mood,"['unamused', 'face']"
2254,:unicorn_face:,🦄,person,"['unicorn', 'face']"
2255,:unlocked:,🔓,thing,['unlocked']
2256,:up-down_arrow:,↕,thing,"['up', 'down', 'arrow']"
2257,:up-left_arrow:,↖,time,"['up', 'left', 'arrow']"
2258,:up-right_arrow:,↗,thing,"['up', 'right', 'arrow']"
2259,:up_arrow:,⬆,person,"['up', 'arrow']"
2260,:upside-down_face:,🙃,time,"['upside', 'down', 'face']"
2261,:upwards_button:,🔼,person,"['upwards', 'button']"
2262,:vampire:,🧛,person,['vampire']
2263,:vampire_dark_skin_tone:,🧛🏿,person,['vampire']
2264,:vampire_light_skin_tone:,🧛🏻,person,['vampire']
2265,:vampire_medium-dark_skin_tone:,🧛🏾,person,['vampire']
2266,:vampire_medium-light_skin_tone:,🧛🏼,person,['vampire']
2267,:vampire_medium_skin_tone:,🧛🏽,person,['vampire']
